taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
4862818	Chaunograptus Hall, 1879	4862818	Chaunograptus Hall, 1879	5	GENUS	DOUBTFUL	Animalia	1	Hemichordata	75	Pterobranchia	278					Chaunograptus	4862818			
4862903	Diplograptus Hall, 1865	4862903	Diplograptus Hall, 1865	1	GENUS	ACCEPTED	Animalia	1	Hemichordata	75	Pterobranchia	278			Diplograptidae	3243117	Diplograptus	4862903			
4922085	Pagiophyllum O.Heer, 1881	4922085	Pagiophyllum O.Heer, 1881	10	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Araucariaceae	3924	Pagiophyllum	4922085			
256	Polychaeta	256	Polychaeta	6	CLASS	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256									
5839	Trogidae	5839	Trogidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Trogidae	5839					
4811884	Burgessochaeta Conway Morris, 1979	4811884	Burgessochaeta Conway Morris, 1979	1	GENUS	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256					Burgessochaeta	4811884			
4831424	Baiotomeus Krause, 1987	4831424	Baiotomeus Krause, 1987	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Baiotomeus	4831424			
4831436	Ptilodus Cope, 1881	4831436	Ptilodus Cope, 1881	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Ptilodus	4831436			
8169866	Amara Bonelli, 1810	8169866	Amara Bonelli, 1810	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Amara	8169866			
8450690	Eorpa jurgeni Archibald et al., 2013	8450690	Eorpa jurgeni Archibald et al., 2013	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Eorpidae	8524901	Eorpa	8545004	Eorpa jurgeni	8450690	
8708325	Palaeoptysma venosa Scudder, 1895	8708325	Palaeoptysma venosa Scudder, 1895	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Aphrophorides	11190861	Palaeoptysma	4781241	Palaeoptysma venosa	8708325	
2875008	Betula L.	2875008	Betula L.	56	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354	Betulaceae	4688	Betula	2875008			
4873394	Pellecrinus Kirk, 1929	4873394	Pellecrinus Kirk, 1929	1	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50	Crinoidea	215					Pellecrinus	4873394			
4884669	Alalcomenaeus Simonetta, 1970	4884669	Alalcomenaeus Simonetta, 1970	11	GENUS	DOUBTFUL	Animalia	1	Tardigrada	14							Alalcomenaeus	4884669			
4891702	Dombeyopsis F.J.A.N.Unger, 1850	4891702	Dombeyopsis F.J.A.N.Unger, 1850	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malvales	941	Malvaceae	6685	Dombeyopsis	4891702			
4946207	Chariocephalus whitfieldi Hall, 1863	4946207	Chariocephalus whitfieldi Hall, 1863	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Elviniidae	4634104	Chariocephalus	4634109	Chariocephalus whitfieldi	4946207	
8620343	Benthamaspis obrepta (Lochman, 1966)	8652074	Benthamaspis conica Fortey, 1979	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Trilobita	9273948	Proetida	9442527	Bathyuridae	3267217	Benthamaspis	4637589	Benthamaspis conica	8652074	
4981737	Dunveganoceras clowi Warren & Stelck, 1955	4981737	Dunveganoceras clowi Warren & Stelck, 1955	1	SPECIES	ACCEPTED	Chromista	4	Ochrophyta	98	Bacillariophyceae	7947184	Chaetocerotales	1096	Acanthocerataceae	2918	Dunveganoceras	4626928	Dunveganoceras clowi	4981737	
8965798	Emeraldella brocki Walcott, 1912	8965798	Emeraldella brocki Walcott, 1912	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948					Emeraldella	3253291	Emeraldella brocki	8965798	
8619824	Pseudocybele nasuta Ross, 1951	8619824	Pseudocybele nasuta Ross, 1951	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Phacopida	9513947	Pliomeridae	3266753	Pseudocybele	4633054	Pseudocybele nasuta	8619824	
4239	Curculionidae	4239	Curculionidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Curculionidae	4239					
1003675	Fenestrellina d'Orbigny, 1849	1003675	Fenestrellina d'Orbigny, 1849	1	GENUS	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Fenestrida	1490	Fenestellidae	5701	Fenestrellina	1003675			
3252199	Selenella Hall & Clarke, 1894	3252199	Selenella Hall & Clarke, 1894	1	GENUS	DOUBTFUL	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Terebratulida	509			Selenella	3252199			
4592650	Weyla Böhm, 1920	4592650	Weyla Böhm, 1920	9	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Neitheidae	7758930	Weyla	4592650			
4639473	Homagnostus Howell, 1935	4639473	Homagnostus Howell, 1935	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Agnostidae	4639367	Homagnostus	4639473			
3230358	Taxodiaceae	3230358	Taxodiaceae	15	FAMILY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Taxodiaceae	3230358					
4622991	Euflemingites Spath, 1934	4622991	Euflemingites Spath, 1934	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Flemingitidae	3245960	Euflemingites	4622991			
4881830	Streptelasma Hall, 1847	4881830	Streptelasma Hall, 1847	11	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Streptelasmatidae	3250480	Streptelasma	4881830			
5429550	Collignoniceras Breistroffer, 1947	5429550	Collignoniceras Breistroffer, 1947	4	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136			Collignoniceratidae	3245657	Collignoniceras	5429550			
7487027	Syringothyris typa Winchell, 1863	7487027	Syringothyris typa Winchell, 1863	1	SPECIES	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Syringothyrididae	4868297	Syringothyris	4868304	Syringothyris typa	7487027	
8545910	Leptagonia analoga (Phillips, 1836)	9001512	Producta analoga (Phillips, 1836)	1	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110					Leptaenidae	4867155	Leptagonia	4866577	Producta analoga	9001512	
8547975	Lenotropites caurus (McLearn, 1948)	8547975	Lenotropites caurus (McLearn, 1948)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Longobarditidae	4622726	Lenotropites	4622736	Lenotropites caurus	8547975	
9101048	Oryctocephalus reynoldsi (Reed, 1899)	9101048	Oryctocephalus reynoldsi (Reed, 1899)	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Oryctocephalidae	4636642	Oryctocephalites	4636645	Oryctocephalus reynoldsi	9101048	
4623040	Tibetitidae	4623040	Tibetitidae	1	FAMILY	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Tibetitidae	4623040					
4831306	Neoplagiaulacidae	4831306	Neoplagiaulacidae	1	FAMILY	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Neoplagiaulacidae	4831306					
4874318	Aorocrinus Wachsmuth & Springer, 1897	4874318	Aorocrinus Wachsmuth & Springer, 1897	3	GENUS	ACCEPTED	Animalia	1	Echinodermata	50	Crinoidea	215			Coelocrinidae	4874313	Aorocrinus	4874318			
4878183	Protodipleurosoma Sprigg, 1949	8338354	Ediacaria Sprigg, 1947	1	GENUS	SYNONYM	Animalia	1	Cnidaria	43	Scyphozoa	352					Ediacaria	8338354			
3241625	Calliste Boie, 1826	3241625	Calliste Boie, 1826	1	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Calliste	3241625			
3251529	Choia Walcott, 1920	3251529	Choia Walcott, 1920	3	GENUS	ACCEPTED	Animalia	1	Porifera	105					Choiidae	3251528	Choia	3251529			
4577459	Inglefieldia Poulsen, 1927	4577459	Inglefieldia Poulsen, 1927	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Alokistocaridae	3266866	Inglefieldia	4577459			
4636626	Corynexochus Angelin, 1854	4636626	Corynexochus Angelin, 1854	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Corynexochidae	4636625	Corynexochus	4636626			
4874266	Sunwaptacrinus Laudon, Parks & Spreng, 1952	4874266	Sunwaptacrinus Laudon, Parks & Spreng, 1952	1	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50	Crinoidea	215					Sunwaptacrinus	4874266			
4978030	Dielasma plica (Kutorga, 1842)	9386511	Terebratula plica (Kutorga, 1842)	1	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Terebratulida	509	Stringocephalidae	3252153	Epithyris	4868857	Terebratula plica	9386511	
4979666	Hayasakapora erectoradiata Sakagami, 1960	4979666	Hayasakapora erectoradiata Sakagami, 1960	2	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cryptostomida	1485	Girtyporidae	4856379	Hayasakapora	4856382	Hayasakapora erectoradiata	4979666	
7263105	Dipteronia Oliv.	7263105	Dipteronia Oliv.	5	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Dipteronia	7263105			
4619958	Paracaloceras Spath, 1923	4619958	Paracaloceras Spath, 1923	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52							Paracaloceras	4619958			
4636620	Athabaskiella Kobayashi, 1942	4636620	Athabaskiella Kobayashi, 1942	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dolichometopidae	3266678	Athabaskiella	4636620			
7793367	Baculites Lamarck, 1799	7793367	Baculites Lamarck, 1799	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Baculitidae	4626262	Baculites	7793367			
8563282	Aphrophora angusta Handlirsch, 1910	8563282	Aphrophora angusta Handlirsch, 1910	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Aphrophoridae	3764	Aphrophora	2015470	Aphrophora angusta	8563282	
4870391	Protorthis Hall, 1891	4870391	Protorthis Hall, 1891	1	GENUS	DOUBTFUL	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Protorthidae	3251955	Protorthis	4870391			
4874283	Dichocrinus Münster, 1839	4874283	Dichocrinus Münster, 1839	2	GENUS	ACCEPTED	Animalia	1	Echinodermata	50	Crinoidea	215			Dichocrinidae	4874362	Dichocrinus	4874283			
8466856	Paraparchites texanus Delo, 1930	8466856	Paraparchites texanus Delo, 1930	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353			Paraparchitidae	4808337	Paraparchites	4808338	Paraparchites texanus	8466856	
8540161	Hintzespongia bilamina Rigby & Gutschick, 1976	8540161	Hintzespongia bilamina Rigby & Gutschick, 1976	1	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Hexactinellida	146			Hintzespongiidae	4581068	Hintzespongia	4581072	Hintzespongia bilamina	8540161	
8645799	Stegerhynchus concinna (Savage, 1913)	9576525	Camarotoechia concinna (Savage, 1913)	1	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Rhynchotrematidae	4865968	Stegerhynchus	4865986	Camarotoechia concinna	9576525	
4373433	Camptonectes Agassiz, 1864	4373433	Camptonectes Agassiz, 1864	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Pectinidae	3472	Camptonectes	4373433			
4638457	Mollisonia Walcott, 1912	4638457	Mollisonia Walcott, 1912	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948					Mollisonia	4638457			
4874907	Uintacrinus socialis Grinnell, 1876	4874907	Uintacrinus socialis Grinnell, 1876	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50	Crinoidea	215			Uintacrinidae	4874905	Uintacrinus	4874906	Uintacrinus socialis	4874907	
4945247	Liangshanella Huo, 1956	4945247	Liangshanella Huo, 1956	41	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353			Svealutidae	4808825	Liangshanella	4945247			
3034093	Phoebe Nees	3034093	Phoebe Nees	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Phoebe	3034093			
4941740	Sphenopteris latiloba Fontaine, 1889	4941740	Sphenopteris latiloba Fontaine, 1889	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728					Lyginopteridaceae	3230418	Sphenopteris	7900073	Sphenopteris latiloba	4941740	
3250783	Brooksella Walcott, 1898	3250783	Brooksella Walcott, 1898	2	GENUS	DOUBTFUL	Animalia	1	Cnidaria	43							Brooksella	3250783			
4867245	Eostropheodonta Williams, 1951	4867245	Eostropheodonta Williams, 1951	3	GENUS	DOUBTFUL	Animalia	1	Brachiopoda	110					Leptostrophiidae	4867229	Eostropheodonta	4867245			
7705374	Baculites ovatus Say, 1820	7705374	Baculites ovatus Say, 1820	3	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Baculitidae	4626262	Baculites	7793367	Baculites ovatus	7705374	
3189801	Aesculus L.	3189801	Aesculus L.	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Sapindaceae	6657	Aesculus	3189801			
4635908	Stigmaspis Nelson, 1951	4635908	Stigmaspis Nelson, 1951	5	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Dikelocephalidae	3267135	Stigmaspis	4635908			
8560010	Palaeopsychops marringerae Archibald & Makarkin, 2006	8560010	Palaeopsychops marringerae Archibald & Makarkin, 2006	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Ithonidae	5012	Palaeopsychops	4804065	Palaeopsychops marringerae	8560010	
8574624	Pelicaspongia sterea Rigby, 1970	8574624	Pelicaspongia sterea Rigby, 1970	1	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Hexactinellida	146	Amphidiscosida	514	Pelicaspongiidae	4581189	Pelicaspongia	4581176	Pelicaspongia sterea	8574624	
4634114	Cliffia Wilson, 1951	4634114	Cliffia Wilson, 1951	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Elviniidae	4634104	Cliffia	4634114			
4898509	Tsukada J.A.Wolfe & W.Wehr, 1987	4898509	Tsukada J.A.Wolfe & W.Wehr, 1987	1	GENUS	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Cornales	949	Cornaceae	6713	Tsukada	4898509			
4968840	Mammuthus columbi (Falconer, 1857)	9556216	Elephas columbi (Falconer, 1857)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Mammalia	359	Proboscidea	799	Mammutidae	3240496	Mammut	3240497	Elephas columbi	9556216	
4980015	Neoeridotrypella missionensis Gilmour & Snyder, 2000	4980015	Neoeridotrypella missionensis Gilmour & Snyder, 2000	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Trepostomatida	826	Eridotrypellidae	5760	Neoeridotrypella	4856503	Neoeridotrypella missionensis	4980015	
8650955	Weyla yukonensis Aberhan, 1998	8650955	Weyla yukonensis Aberhan, 1998	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Neitheidae	7758930	Weyla	4592650	Weyla yukonensis	8650955	
1354	Fagales	1354	Fagales	1	ORDER	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fagales	1354							
3245781	Hildoceratidae	3245781	Hildoceratidae	1	FAMILY	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Hildoceratidae	3245781					
4888409	Litanaia V.P.Maslov, 1956	4888409	Litanaia V.P.Maslov, 1956	1	GENUS	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Codiaceae	8776	Litanaia	4888409			
4634192	Dartonaspis Miller, 1936	4634192	Dartonaspis Miller, 1936	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Elviniidae	4634104	Dartonaspis	4634192			
4809249	Miltonella Sohn, 1950	4809249	Miltonella Sohn, 1950	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Miltonellidae	8211437	Miltonella	4809249			
4909189	Averrhoites L.J.Hickey, 1977	4909189	Averrhoites L.J.Hickey, 1977	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Oxalidales	7224021	Oxalidaceae	6697	Averrhoites	4909189			
3234883	Epiphyton J.G.Bornemann, 1886	3234883	Epiphyton J.G.Bornemann, 1886	3	GENUS	ACCEPTED	Plantae	6	Rhodophyta	106					Epiphytaceae	3234882	Epiphyton	3234883			
4809703	Kirkbya Jones, 1859	4809703	Kirkbya Jones, 1859	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Kirkbyidae	4809702	Kirkbya	4809703			
4980117	Trupetostroma kakisaense Stearn, 1966	4980117	Trupetostroma kakisaense Stearn, 1966	3	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Hermatostromatidae	4580319	Trupetostroma	4580320	Trupetostroma kakisaense	4980117	
11299326	Bonnaspis stephenensis (Walcott, 1888)	9188515	Karlia stephenensis (Walcott, 1888)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dinesidae	3266666	Bonnaspis	4636779	Karlia stephenensis	9188515	
4873443	Dinotocrinus Kirk, 1941	4873443	Dinotocrinus Kirk, 1941	1	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50	Crinoidea	215					Dinotocrinus	4873443			
4980989	Brachydontes athabaskensis McLearn, 1919	4980989	Brachydontes athabaskensis McLearn, 1919	1	SPECIES	ACCEPTED	incertae sedis	0									Brachydontes	8461317	Brachydontes athabaskensis	4980989	
8490997	Trochodendroides arctica Berry, 1926	8490997	Trochodendroides arctica Berry, 1926	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Trochodendrales	7471799	Trochodendraceae	3234476	Trochodendroides	4899748	Trochodendroides arctica	8490997	
4866734	Cancrinella Fredericks, 1928	4866734	Cancrinella Fredericks, 1928	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110					Linoproductidae	3252385	Cancrinella	4866734			
4882785	Syringopora Goldfuss, 1826	4882785	Syringopora Goldfuss, 1826	3	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Syringoporidae	3250605	Syringopora	4882785			
4884394	Bergaueria Prantl, 1946	4884394	Bergaueria Prantl, 1946	6	GENUS	ACCEPTED	Animalia	1	Cnidaria	43							Bergaueria	4884394			
4899365	Nilssoniocladus T.Kimura & S.Sekido, 1975	4899365	Nilssoniocladus T.Kimura & S.Sekido, 1975	11	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Cycadopsida	228	Cycadales	834	Nilssoniaceae	4897926	Nilssoniocladus	4899365			
4906858	Czekanowskia O.Heer, 1876	4906858	Czekanowskia O.Heer, 1876	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194			Czekanowskiaceae	4905885	Czekanowskia	4906858			
8620702	Hazelia conferta Walcott, 1920	8620702	Hazelia conferta Walcott, 1920	3	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Hazeliidae	3251530	Hazelia	3251531	Hazelia conferta	8620702	
4808286	Sulcella Coryell & Sample, 1932	4808286	Sulcella Coryell & Sample, 1932	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Podocopida	1438	Cavellinidae	3255017	Sulcella	4808286			
8570419	Wapkia elongata Rigby & Collins, 2004	8570419	Wapkia elongata Rigby & Collins, 2004	2	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Wapkiidae	4582538	Wapkia	4582539	Wapkia elongata	8570419	
8577544	Hazelia grandis Walcott, 1920	8577544	Hazelia grandis Walcott, 1920	1	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Hazeliidae	3251530	Hazelia	3251531	Hazelia grandis	8577544	
10878809	Amplectobelua Hou et al., 1995	10878809	Amplectobelua Hou et al., 1995	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54					Amplectobeluidae	8607539	Amplectobelua	10878809			
4635445	Wilbernia Walcott, 1924	4635445	Wilbernia Walcott, 1924	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Idahoiidae	4635444	Wilbernia	4635445			
4635453	Comanchia Frederickson, 1950	4635453	Comanchia Frederickson, 1950	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Idahoiidae	4635444	Comanchia	4635453			
8454636	Hazelia dignata (Walcott, 1920)	9035651	Vauxia dignata (Walcott, 1920)	3	SPECIES	SYNONYM	Animalia	1	Porifera	105					Hazeliidae	3251530	Hazelia	3251531	Vauxia dignata	9035651	
8625182	Eorpa elverumi Archibald et al., 2013	8625182	Eorpa elverumi Archibald et al., 2013	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Eorpidae	8524901	Eorpa	8545004	Eorpa elverumi	8625182	
2319159	Cloudina hartmanae Germs, 1972	2319159	Cloudina hartmanae Germs, 1972	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Polychaeta	256					Cloudina	2319158	Cloudina hartmanae	2319159	
3259634	Stachyodes Bargatzky, 1881	3259634	Stachyodes Bargatzky, 1881	4	GENUS	ACCEPTED	Animalia	1	Porifera	105					Stachyoditidae	3251643	Stachyodes	3259634			
4270654	Gramineae	3073	Poaceae	2	FAMILY	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073					
4857432	Parapolypora Morozova & Lisitsyn, 1996	4857432	Parapolypora Morozova & Lisitsyn, 1996	1	GENUS	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Fenestrida	1490	Fenestellidae	5701	Parapolypora	4857432			
7602469	Ptychoparia Hawle & Corda, 1847	7602469	Ptychoparia Hawle & Corda, 1847	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Ptychoparia	7602469			
2286059	Ostrea Linnaeus, 1758	2286059	Ostrea Linnaeus, 1758	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Ostreida	9485611	Ostreidae	6871	Ostrea	2286059			
2684154	Glyptostrobus Endl.	2684154	Glyptostrobus Endl.	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144	Glyptostrobus	2684154			
4633797	Marjumia Walcott, 1916	4633797	Marjumia Walcott, 1916	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Marjumiidae	3266879	Marjumia	4633797			
4636782	Fieldaspis Rasetti, 1951	4636782	Fieldaspis Rasetti, 1951	9	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dinesidae	3266666	Fieldaspis	4636782			
4639532	Neoagnostus Kobayashi, 1955	4639532	Neoagnostus Kobayashi, 1955	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Agnostidae	4639367	Neoagnostus	4639532			
5429651	Ctenostreon Eichwald, 1862	5429651	Ctenostreon Eichwald, 1862	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Limida	9380407	Limidae	3480	Ctenostreon	5429651			
7676783	Ectodemites plummeri Cooper, 1946	7702480	Ectodemites plummeri (Cooper, 1946) Sohn, 1961	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371			Ectodemites	4667470	Ectodemites plummeri	7702480	
8481700	Polystoechotites lewisi Archibald & Makarkin, 2006	8481700	Polystoechotites lewisi Archibald & Makarkin, 2006	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Ithonidae	5012	Polystoechotites	8558101	Polystoechotites lewisi	8481700	
8538790	Adamsochrysa wilsoni Makarkin & Archibald, 2013	8538790	Adamsochrysa wilsoni Makarkin & Archibald, 2013	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Chrysopidae	9265	Adamsochrysa	8530986	Adamsochrysa wilsoni	8538790	
3266951	Clelandia Cossmann, 1902	3266951	Clelandia Cossmann, 1902	20	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Kingstoniidae	3266949	Clelandia	3266951			
4636621	Parkaspis Rasetti, 1951	4636621	Parkaspis Rasetti, 1951	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Zacanthoididae	3266662	Parkaspis	4636621			
